1 7 1654
2 1661 3142
3 4803 1243
4 6046 648
5 6694 1634
6 8328 1705
7 10033 1631
8 11664 8885
9 20549 7848
10 28397 4501
11 32898 2992
12 35890 675
13 36565 7757
14 44322 4115
15 48437 12622
16 61059 4996
17 66055 2595
18 68650 3971
19 72621 16275
20 88896 6381
21 95277 2692
22 97969 371
23 98340 2421
24 100761 3928
25 104689 2890
26 107579 13633
27 121212 8004
28 129216 1981
29 131197 2852
30 134049 2003
31 136052 1921
32 137973 3543
33 141516 2288
34 143804 3130
35 146934 2063
36 148997 1901
37 150898 2263
38 153161 3009
39 156170 2929
40 159099 2002
41 161101 2287
42 163388 2262
43 165650 1900
44 167550 2062
45 169612 2676
46 172288 3393
47 175681 2240
48 177921 1983
49 179904 1846
50 181750 2158
51 183908 4574
52 188482 3970
53 192452 3872
54 196324 3079
55 199403 2524
56 201927 2639
57 204566 2404
58 206970 2445
59 209415 4574
60 213989 386
61 214375 5937
62 220312 3970
63 224282 3872
64 228154 10026
65 238180 2880
66 241060 1032
67 242092 4496
68 246588 7244
69 253832 371
70 254203 3271
71 257474 2744
72 260218 2451
73 262669 2670
74 265339 3641
75 268980 4426
76 273406 2683
77 276089 5064
78 281153 2822
79 283975 8300
80 292275 2825
81 295100 6360
82 301460 2519
83 303979 1292
84 305271 17913
85 323184 9946
86 333130 3033
87 336163 3316
88 339479 5960
89 345439 3555
90 348994 2014
91 351008 3152
92 354160 4567
93 358727 4448
94 363175 3792
95 366967 3064
96 370031 24648
97 394679 11405
98 406084 16397
99 422481 30800
100 453281 3859
101 457140 5195
102 462335 7888
103 470223 5382
104 475605 11071
105 486676 1896
106 488572 7331
107 495903 3752
108 499655 7990
109 507645 542
110 508187 5277
111 513464 2558
112 516022 3145
113 519167 3943
114 523110 813
115 523923 935
116 524858 5736
117 530594 1548
118 532142 2202
119 534344 2682
120 537026 3730
121 540756 3334
122 544090 2150
123 546240 4890
124 551130 10206
125 561336 651
126 561987 3228
127 565215 3517
128 568732 5378
129 574110 3827
130 577937 6312
131 584249 9920
132 594169 2139
133 596308 1695
134 598003 3187
135 601190 5644
136 606834 3732
137 610566 2046
138 612612 4458
139 617070 1428
140 618498 9517
141 628015 4640
142 632655 2645
143 635300 3639
144 638939 1867
145 640806 1547
146 642353 1569
147 643922 4780
148 648702 2955
149 651657 8623
150 660280 7839
151 668119 5370
152 673489 3105
153 676594 7188
154 683782 1258
155 685040 2865
156 687905 2652
157 690557 2012
158 692569 2381
159 694950 588
160 695538 5945
161 701483 581
162 702064 2137
163 704201 6689
164 710890 5944
165 716834 2582
166 719416 3136
167 722552 9003
168 731555 3678
169 735233 3955
170 739188 3102
171 742290 9018
172 751308 4102
173 755410 3455
174 758865 3700
175 762565 1529
176 764094 4544
177 768638 1084
178 769722 1838
179 771560 5658
180 777218 2157
181 779375 1858
182 781233 15916
183 797149 5995
184 803144 2316
185 805460 2680
186 808140 5465
187 813605 3984
188 817589 13833
189 831422 3888
190 835310 1911
191 837221 3701
192 840922 6656
193 847578 3023
194 850601 627
195 851228 4752
196 855980 4618
197 860598 2772
198 863370 4805
199 868175 2220
200 870395 802
201 871197 266
202 871463 228
203 871691 256
204 871947 228
205 872175 4601
206 876776 13151
207 889927 17326
208 907253 12691
209 919944 22975
210 942919 43982
211 986901 241
212 987142 16223
213 1003365 28734
214 1032099 12834
215 1044933 282
216 1045215 228
217 1045443 4406
218 1049849 222
219 1050071 34096
220 1084167 2885
221 1087052 2763
222 1089815 15541
223 1105356 11434
224 1116790 8305
225 1125095 9915
226 1135010 2957
227 1137967 6559
228 1144526 8841
229 1153367 243
230 1153610 14516
231 1168126 13787
232 1181913 28738
233 1210651 231
234 1210882 16266
235 1227148 271
236 1227419 14206
237 1241625 272
238 1241897 25550
239 1267447 603
240 1268050 243
241 1268293 30599
242 1298892 7403
243 1306295 22463
244 1328758 4688
245 1333446 6066
246 1339512 3950
247 1343462 4797
248 1348259 4573
249 1352832 7070
250 1359902 4310
251 1364212 6032
252 1370244 3929
253 1374173 5006
254 1379179 268
255 1379447 3346
256 1382793 16757
257 1399550 4597
258 1404147 13457
259 1417604 17317
260 1434921 12813
261 1447734 22912
262 1470646 64352
263 1534998 272
264 1535270 94625
265 1629895 28754
266 1658649 262
267 1658911 14604
268 1673515 13682
269 1687197 28764
270 1715961 277
271 1716238 25554
272 1741792 230
273 1742022 30480
274 1772502 28737
275 1801239 230
276 1801469 248
277 1801717 241
278 1801958 268
279 1802226 4203
280 1806429 10525
281 1816954 17338
282 1834292 12698
283 1846990 17655
284 1864645 42723
285 1907368 273
286 1907641 94274
287 2001915 28734
288 2030649 259
289 2030908 446
290 2031354 466
291 2031820 242
292 2032062 14544
293 2046606 13819
294 2060425 268
295 2060693 421
296 2061114 457
297 2061571 2227
298 2063798 230
299 2064028 319
300 2064347 28737
301 2093084 250
302 2093334 10666
303 2104000 293
304 2104293 56209
305 2160502 10865
306 2171367 5884
307 2177251 9394
308 2186645 8147
309 2194792 6979
310 2201771 239
311 2202010 94647
312 2296657 7579
313 2304236 270
314 2304506 252
315 2304758 5994
316 2310752 5847
317 2316599 7388
318 2323987 262
319 2324249 7410
320 2331659 244
321 2331903 10165
322 2342068 248
323 2342316 12341
324 2354657 7368
325 2362025 5815
326 2367840 7106
327 2374946 4438
328 2379384 6835
329 2386219 5524
330 2391743 7408
331 2399151 4738
332 2403889 8726
333 2412615 5542
334 2418157 5042
335 2423199 17881
336 2441080 256
337 2441336 3659
338 2444995 8469
339 2453464 4277
340 2457741 5920
341 2463661 10965
342 2474626 7962
343 2482588 8909
344 2491497 25390
345 2516887 243
346 2517130 16131
347 2533261 7377
348 2540638 250
349 2540888 6019
350 2546907 5709
351 2552616 3997
352 2556613 7410
353 2564023 3992
354 2568015 3458
355 2571473 4101
356 2575574 272
357 2575846 10743
358 2586589 15572
359 2602161 228
360 2602389 12388
361 2614777 7403
362 2622180 14420
363 2636600 14725
364 2651325 229
365 2651554 5525
366 2657079 267
367 2657346 241
368 2657587 247
369 2657834 241
370 2658075 4186
371 2662261 5810
372 2668071 10555
373 2678626 8043
374 2686669 9053
375 2695722 17476
376 2713198 242
377 2713440 16139
378 2729579 7366
379 2736945 229
380 2737174 6009
381 2743183 244
382 2743427 6034
383 2749461 5739
384 2755200 7394
385 2762594 272
386 2762866 10479
387 2773345 240
388 2773585 12330
389 2785915 7359
390 2793274 267
391 2793541 241
392 2793782 222
393 2794004 241
394 2794245 4304
395 2798549 5804
396 2804353 10536
397 2814889 8000
398 2822889 8902
399 2831791 17715
400 2849506 242
401 2849748 16171
402 2865919 7399
403 2873318 265
404 2873583 6135
405 2879718 5801
406 2885519 7403
407 2892922 334
408 2893256 9889
409 2903145 229
410 2903374 16853
411 2920227 269
412 2920496 7367
413 2927863 222
414 2928085 12329
415 2940414 7379
416 2947793 244
417 2948037 262
418 2948299 244
419 2948543 256
420 2948799 244
421 2949043 238
422 2949281 244
423 2949525 241
424 2949766 256
425 2950022 250
426 2950272 17858
427 2968130 241
428 2968371 16219
429 2984590 271
430 2984861 3892
431 2988753 8566
432 2997319 4149
433 3001468 5943
434 3007411 10544
435 3017955 8046
436 3026001 8936
437 3034937 24304
438 3059241 239
439 3059480 6077
440 3065557 5739
